,tweet
10511, 봤어요!
10512, 거북이 닮 앗자 용
10513, 수고하셨습니다 우리 령 오빠 최고 나의 소중한 오빠 잘 자
10514, 뭔가 뭐 닮았는데 찾아주세요 여러분 
10515,글귀 출처 -  ) 
10516,  마장...! 예그린 때 블루 객석.... 이 불편한 거 빼고 무대는 저 때가 제일 집중도 높았던 거 같아! 그래도 블랙이던 어디 던 a ㅏ리가는 사랑 아닌가요
10517,온다 인도 조화해  
10518, 저 한 8시 안 돼서..?나갈 생각이에요! 헤헤 집이 가까울수록 빨리 나가야죠.. ☆내일 혼자 버벅거리면서 여기저기 기웃거리는 이상한 여자가 저일 거예요!
10519,아이 도루~~ 
10520, 헤헿ㅎ 고마워ㅠㅠㅠㅠㅠㅠㅠ덕분에 행복한 하루 보낼거같아ㅠㅠㅠㅠㅠㅠㅠㅠ고마워사룽해!!!!!
10521,나도 알티 해조
10522, 뭐 이렇게 예쁘게 하고 나오셨대요?
10523, 으아앙아아!!그러니깐!!ㅠㅠㅠㅠ 택운아 연기 한번 가자!! 진짜 택우니 나오면 안가리고볼것같앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
10524,정뇽화!!! 사랑해!!!  
10525, 오빠~!! 서울콘 다 갈 거예요!!! 오늘 A 구역이니까 A 구역에 많이 오세요 부탁해요..!!  빨리 만나고 싶어... 사랑해요
10526, 네네!!! 꼭 봬요
10527,나도 해주세요
10528,해피바이러스 
10529,AOA 크림 ELVIS의 사랑이 듬뿍 담긴 특별한 의상을 입은 크리미들!! 조심히 들어가시고 내일 만나요 
10530,울 가은이~~~ 
10531, 오!!!! 저도 자몽 주스 좋아해요
10532, 허ㅓ억 고백.. 너무 갑작스럽잖아요 메리님.. 저도 이~~~~~~~빠이 사랑해요 위로해주셔서 너무너무 고마워요
10533, 오빠~저는 이 시간에 IFC 몰이예요!!! 으아 버스 타고 슝슝 집 가야지~~오늘도 정말 수고했어요!!!
10534, ㅋㅋㅋㅋㅋㅋㅋ 너도 오빠도 
10535,오늘 생각하지도 못한 너무 큰 감동을 받아서.. 오래오래 언니 짱팬할게요 오늘도 너무너무 수고했어요! 잘 자고 내일도 파이팅 사랑해요 
10536, 분위기 장난 아니다...
10537, 진짜너무이뻐진짜진짜ㅠ우리오빠계속이뻐지면어찔라꼬ㅠ진짜너무이쁘고잘생기고멋져ㅠ으리오빠딘짜너므사랑해여♡♡♡
10538,스위트 나이트 되세요 세상에서 제일 아끼는 안의 연 손가락 하트 오 윙크 그리고 뽀뽀입 쓰리콤보 짤 투척 
10539, 오빠 사랑해요 수고하셨어요
10540," 어쩜 시간도 딱 12:34에 쓰고 그래 ,, ♡ 껴 맞추는 게 아니라 우린 진짜 개 운 명 예전에도 좋았던 것처럼 앞으로도 우린 계속 좋을 거야 "
10541,160219 영등포 승훈 민호 재간 귀여워ㅠㅠ 
10542, 이거랑?? ㅋㅋㅋㅋㅋㅋㅋ  
10543, 왓 노루님 낼뵈용 ♡♡
10544,세정아 꽃길만 걷자
10545,왕 멋진 공연 수고했어요 
10546, 수고했고 너무 행복했어요 오늘!!!!!! 내일 또 봐요 잘 자요 소중한 내 가수
10547, 려욱 왕자 내일 봐요♡♡♡
10548, 옿ㅎ천팔 넘어가쒀.. 축하해
10549, 최고다 진짜 최고입니다 
10550, 흐흐 언니 우리 언젠간 만나길 바라요 ㅠㅠ  
10551,오빠는 그녀와 연락하세요? (  방송  )
10552, 네 네 이 그래요
10553, 내일도 즐겨주세요 
10554, 나도 아인이 진짜 싸룽해요
10555, 언니 고마워요 히잉 오늘 하루 짱일 거가 튼 기분이 들어!!! ♡♡♡히히
10556,"막막 고맙고 그렇다 센과 치히로의 행방불명 하울의 움직이는 성  Ulsan, Korea "
10557,헉ㄱ 대박 ㅠㅠㅠ 일본인 코스어님 엄청 예쁘셔서 그분한테 용기 내서 일본어로 멘션 보내봤는데 일부분 한국어로 번역까지 해서 답해주셨다....!!! 역시 착한 분들 많이 계시는구나
10558, 네네네! 저 처음 가봐서 정말 떨려요
10559, 땡감 ~
10560, 기요워
10561, 고마워ᅲᅲᅲᅲᅲᅲᅲᅲᅲᅲ너도 행복한 하루 보내사룽해
10562, 오... 시도해봐요~~~고고! 이번 전에 아마 중학시절 마지막 색칠을 한 것 같아요 ㅎㅎ 칭찬해주셔서 감사합니다 
10563, 아하? 땡감 
10564, 치마님!! 크 저 양일을 생일로 하기로 했습니다(ㅋㅋㅋㅋㅋㅋ 일요일도 유효하니 꼭 뵙고 찐하게 안아서 뽀뽀해주세요 덕분에 더더욱 행복하게 하루를 보낼 수 있을 것 같습니다ㅜㅜ 감사합니다
10565, 아하!! 알겠습니다!! 안녕히 주무시길
10566, 헤헤헿 내 거
10567, 걱정해줘서 고마워
10568, 헿마니마니가세유!!!
10569, 너무 멋진 거 아닌가요? ㅋㅋ누워있는모습도 최고군요 
10570,아기 이제 계속 웃자 
10571, 까짓것ᄏ 아라 쒀
10572, 머것는데 배고파
10573, 서있어도 모델 같아....
10574, 꺄아ㅜㅠㅠㅠㅠㅠㅠ현이 고마워ㅠㅠㅠㅠㅠㅠㅠㅠㅠ사룽해롱런하쟈
10575, 히히 잘 도착해서 다행이에요~! 예쁘게 써주세요
10576,  앗 그럼 모두 제 남편이신 그런~~~???&gt;&lt; 일부다처제~~???
10577, 아이고 내 새끼 내 새끼는 왕자님을 닮았어요
10578,"안녕하세요, 친구들 Pap playlist Lagu fav lo saat ini? Tul … — Royal Pirates &quot;Cause you're taking me high, take me u … https://l.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NMZSNTJLADS7J5NR5RCD43F55J2RWZGZKLFZB4UQJXKWYPKEQOAYUWOPQT3UY7C65IGTZ3JGBAUUIAPR2ICZXQSK7VB2KC6IF7QKUP5UTXTXXJSBY343NHHGMVJSPAYQR66HBWXZUY2PTVL6DKWHX6AUXIDJXGDZXP5VB2JYXAWJQOC=== …"
10579, 꺄아아아 기뻐랏마자 오빠 오빠!!!
10580,&quot;뽀뽀 한 번!&quot; &quot;쪼오오오옥~~~ 쪽!&quot; &quot;뽀뽀 한 번!&quot; &quot;뽀뽀 5번!&quot;&quot;뽀뽀 한 번!  유기 현!!!!!! YOO KIHYUN!!!! 
10581, 사룽해
10582,   진 오빠도 착해요
10583, ㅠㅠㅠㅠㅠㅠ세정이ㅠㅠㅠㅠㅠㅠ세정이
10584, 너무 귀여워요~~!! 
10585, 사룽사룽
10586, 응응! 고마워
10587,갓세정!!!1위
10588, 오빠~ 나도 보고 싶어요~ 넘넘 보고 싶어~ 오빠!! 오늘도 셀카 고마워요 진짜 귀여워ᄒᄒ
10589, ㅋㅋㅋㅋㅋㅋㅋ고마웤
10590,[] ARMovie 1차 마감합니다 :) 기한 지켜주신 분들 사랑해요!
10591, 레이디를 위해 검을 든 기사님이죠  집에 악당으로 쓸만한 피겨나 인형이 없어서 감초역으로 몰라 이들을 ㅋㅋㅋㅋㅋ
10592, 하악 흑발켄마 내가 다이스키해요
10593,헐헐.. 다들 수고했어요 후.. 진짜 떨렸다ㅜㅜ
10594, ㅋㅋㅋㅋㅋ 순간 철렁해서 말 너무 이상하게 보내벌인ㅋㄱㅈㄱㄷㅋㅋㅋ 그럴 리가 있나요 없는 자리도 만들어서 모셔놓을 거랍니다 부패님 사랑도 잘 보이는 곳에.. 
10595, 새로운 헤어도 무대도 곡도 전부 엄청 기대하고 있다는헤헷헤헷 우로 빠 이번엔 또 어떤 엄청난 걸 보여주려나 매번 기대하는 거 이상으로 짠! 하고 놀래주니까 기대할 맛나고 넘나 조인 것 역시 우리 오빠가 최고야
10596, 나는 안됐을 거야..... 역시 존자님
10597,โง้ยย พี่แทร้องไปยิ้มไป ผมนี่ใจสั่นรัวๆ 유희열의 스케치북 - 태연 - I ‘Feat. 버벌진트’.20160219: https://youtu.be/cBy0yeDd9-U 
10598,좋아 
10599, 구랭구랭 소통 자주 하자
10600,메뚜기래
10601,아싸ㅏㅏㅋㅋ큨!ㅠㅜㅡㅠ!!!!!!!!
10602, 꺄 선멘 자쥬하껨 친하게 지내지 궁
10603, 일단 생각나는 것만 빨리 적어왔어요  
10604,세정이 1위
10605,"헐 오빠,,, "
10606," 다람쥐, 토끼, 너구리, 토마스 ㅋㅋㅋㅋㅋㅋ거참 귀엽게 생겼구려 전정국 정국 꾸기"
10607,물론 그런 이유가 없더라도 세정이를 좋아해
10608, 선팔하고 갑니다 
10609,사랑 해소 미야
10610," 누구야..................... open your hoodie, 정국 오빠"
10611, 나니 나 왜 풍선 안 띄어줘요ᅲᅲᅲᅲᅲᅲ 풍선 있는 사진 해 주거 싶었는데.. 그랴듀 네리 언니 생일 축하해!!!!! 내년엔 좀 더 빨리 축하하께 오 나랑 오래 연이어 가요 
10612," 63. 사실 처음 이 분 봤을 땐, 국내 햄버거 브랜드가 생각이 났는데... 지금은 정말 오래된 트자 친이고, 항상 말도 귀엽게 하고 답 멘토 자주 해줘서 좋아하는 친구입니다 같이 오래오래 덕질하고 싶으니 앞으로 자주 치대려구요"
10613, 오늘ㄹ이 그 바로 유명한 호야 데이!!!!! 여 따니!!!!!! 축하드립니다 호야릠 
10614,  저도 너무 좋습니다...!! 러빙유님 덕에 잘생긴 오빠 볼 수 있어서 너무 좋습니다...!!
10615," 로이 씨 오늘도 즐거웠어 항상, 항상 의지할 사람의 리더  즐거운 추억을 많이 만드세요 파이팅 잘 자요"
10616, 
10617, 응 고마워 제인짱도~
10618, 안녕하세요! 초면에 죄송합니다 혹시 테니 옥에서 배포하시는 무료 배포 엽서 한 장 받아 갈 수 있을까요?? 엽서가 너무 예뻐요
10619, 오빠 그동안 수고했어요 우승 축하해요
10620, 허억...... (두.. 두근
10621, 그 넘버만의 분위기?라고 해야 하나 넘버라서 소화할 수 있는 그런 곡들이 매력이... 
10622, 정~말 맛있어 보여요 지영 님
10623,อันนี้ยิ่งน่ารักใหญ่  160219 제3회 이데일리 문화대상 대상 발표 및 포토타임 김준수 
10624,세정아 1위 하자
10625,엄마랑 언니랑 동생이 레베카 보고 와서 잔뜩 들떠있는데 기분이 좋다 지출은 컸고 나도 레베카 자 첫 사고 싶지만 그래도 좋은 선물이었다 재밌었다니 나도 기분 좋고 오늘 공연 좋았다고 하니 더 좋고 나도 다음엔.. 꼭... 보러 가야지
10626, 반가워요 
10627,  of course 우리 찬희 
10628, ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 귀여워 
10629, 언니 말대루 이대로만 자랄 게 헤헤헤
10630, 릭스 오래 보ㅓ용
10631, 이건 정말 참을 수 없어요
10632,팝아트 이벤트 해요 팝 아트 주문 많이 해주시고 블로그도 들러주세요~ 
10633, 우왕~다진이다
10634, 꺗고마워요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ사랑합네더ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
10635, ㅋㅋㅋㅋㅋ 고마워
10636, 내일 봐요 우리 오라버니 오늘은 단단히 준비해왔달!!! 피곤할 텐데 리허설. 연습하지 마시고 그냥 푹!!! 주무세용 전 치킨 먹고 옷 갈아입고 양치하고 잘 가에요! 낼 봐요 우리 오빠
10637, 고마어
10638, 에헤 알게뜌~
10639, 고마워요 댜기뿐이얌얌
10640, 고마워요 칭찬 들으니까 부끄럽다
10641, 꼭 찾아갈게
10642,김세정전소미주결경최유정김도연유연정강미나한혜리임나영정채연김소혜데뷔하자
10643, 저야말로 잘 부탁드려요! 앞으로 같이 즐겁게 덕질해요~
10644, 4월에 리벤지!합니다!!ㅎㅅㅎ 콧치님두 날 콩 나 소노다도 해주셨으면... ☞☜... 도호쿠 또 해주셨묜 좋겠어요 저랑도 같이해주세요!!
10645, 윙윙
10646, 늦은 시간까지 촬영 수고하셨어요 건강을 해치지 않도록 힘내세요. 정장 차림이 멋지어요 훈민 파이팅 안 수호 화이팅♢하츠미♢ 
10647, 네!!! 진짜 감사합니다ᅮ!!!
10648,역시 김다니. 사랑해 언니야~ 축하해:)))  7 - Dani!! 프로듀스101 
10649,유정이 축하해 
10650, 헤헤 나도
10651,희한 언니 축하해~ teampd101: 6 - Cathy!! 프로듀스101 
10652, ᄏᄀᄁᄏᄏᄏ 막둥이가 그렇다면 당연히 막둥이 하고 싶은 거 다 하면서 행복하게 살 수 있게 돈 많이 벌 거야 아프지 말고 8ᄉ8
10653, 고마워♡ 고마워♡ 고마워♡온 나이트
10654, 기다리고 있겠습니다 일요일에 봬요!!!
10655, 이렇게 예쁜걸 그냥 주신다는 것만으로도 너무 감사해요 8ㅁ8
10656, 두근두근
10657, 네
10658, 그냥 귀여워 누구 닮지 말고 그냥 정국 오빠 해요
10659, 자기 전 끌어
10660, 헤ㅔ 고마워
10661,잘생긴 남자랑 아가의 케미스트리 너무 좋고 
10662, 귀여운 20살
10663, 감사합니다~
10664, 요섭 오빠!! 오늘 고마워요 만나서 반가웠습니다！ 또 후쿠오카 오세요~~！！ 오빠!! 선물 보세용 
10665, 고마워요 
10666,   그럼 그날을 기다리겠습니다.... 
10667,세상에서 제일 귀여워 우리 우현이 bb 
10668, 나두사룽해행복한하루보냉~!
10669, 헠헠!!!불러만 주시다면야!! 
10670, 오 드디어 ㅠㅠㅠㅠㅠ언니 새로운 집에서 좋은 일만 가득하길...
10671,  꺄~~~~♡바람도 살랑 불고 생글 웃는 아빠 표정이 아주 환상입니다 용용
10672,  ㅋㅋㅋㅋㅋㅋㅋㅋ 그대니까요 ㅠ ㅠ 근대 우리 막내 정말 괴여워 
10673, 아이스 싵님 저랑 꼭 밥 먹으러 가주시기예요
10674,캬아
10675,OMG~ 경비 언니~ 1분 1초~ Sexxxxxxxyyy~  
10676, 오랜만에 비니 맘 후 기본 두 아
10677, ㅋㅋㅋㅋㅋㅋㅋㅋㅋ축하합니다 컨남찌
10678,갓상자...
10679, 찹쌀떡님 감사합니다 ㅠㅂㅠ 아름다운 지민이 앞으로도 예쁘게 담아올게요 응원해주셔서 고맙습니다!
10680, 늘 멋진 응용이 맛있는 음식 많이 먹고 내일도 파이팅!
10681, 에넹!! 특별한 일 없으면 꼭 갈 거예요!! 맛난 거 들고 찾아갈게요!!! 소이님 배로 본도 꼭 가져갈 거예요!!!
10682, ㅋㅋㅋㅋㅋㅋㅋ네 친하게 지내요 피 나 잇 
10683, 응응 너도!!
10684,before this day ends.. i wud lyk to greet u..  생일 축하합니다!!!  사랑해요~ 
10685, 요즘 금속들이 많긴 한데 열심히 꾸준히 하면 좋은 결과 있을 거야!!!! 환이 또
10686, 오늘도 한이쁨하는 희망이 축하합니다
10687, 마음 남겨주셔서 모시러 왔습니다 잘 부탁드려요!! ㅎㅁㅎ))9
10688, 헐.. 이렇게 심쿵 사를... 저도 사랑해요 엉엉
10689, 멋있어
10690, 언니도 짱짱!!
10691, 흐하하하하하ㅏㅎ하♡ ㄴ에러 짤 주섬주섬 
10692,널 데리러 꼭 갈 거야!! 4월 전에... 갈 날이 있겠지 아 이뻐(한정판이라는 건 너무 슬퍼 나중에 다 나가면 어쩌지) 
10693, 멋있어
10694, 다음에 저도 함 불러주세요! 같이 밥 한 끼 해요
10695, 멋있어
10696,"오늘.... 아니 이젠 어제지만.. 여하튼 잘 놀았다 졸업식 가기 싫었는데 결과적으로 좋았던 것 같다ㅋㅋ 동기 단짝들이 축하해주러 와줘서 시 나짱의 맞춤 꽃다발이나 끙쨩의 선물, 편지도 감동이고 ......여하튼 고맙다 센티해질 것 같으므로.. 그만 생각해야지ᄏᄏ"
10697, 징징 임랑 고양이 섞은 느낌이에요.... 
10698, 헤헤헤 좋아요
10699, 애교!! 켄 
10700, 우비소년단...?ㅎㅎㅎ귀어워 넘나..
10701, 저... 그런 거... 무지 좋아합니다!! 괜찮아요 저도 많이 하거든요 친하게 지내요!
10702, 하하 오늘도 수고한 미학이 고맙다아 내는 아무리 늦는 한이 있어도 전 절대로 답 멘들 안 한다거나 그런 일은 죽어도(?) 없어유!!(굳건)넨네네ㅔ넹!!! (초롱초롱) 저 강아지 억시로 좋아 혀에..
10703, 멋있어
10704, 웅아ㅏㅏㅏㅏ네리언니생일축하해 앞으로 더더더 친해지자 
10705,엄마~~~이 애가 집에 데려가고 싶어...  
10706, 헐 감사합니다&gt;&lt;예뻐요
10707, 이미 안 것.... 유라 님 너무 늦었어요!!!!(알려 준거에 감사할 줄 모르는 몰상식한 므야씨(ㅋㅋㅋㅋ 알려주셔서 감사해요
10708, 익ㅋㅋㅋ 트친들 다 귀엽게 줍줍해가
10709, 멋있어
10710, ㅠ ㅠㅠㅠㅠ아녜여!!!! 로샤는 그냥 존재 자체로 놈ㄴ 좋았던!!!
10711, 멋있어
10712, 수원 사시나요 수원 가면 손수님께 연.. 연락을!! 손수님 또 뵙고 싶어요 ㅜㅜ
10713, 국이~
10714, 고마워
10715, 와.... 정구기 잘생겼다 누나 사랑에 빠졌어ᄏᄏᄏᄏᄏ
10716, 좋아요!!!!!!!!!!!! 꺄악!!! 희 님과의 첫 플랜!!!!!! 저희 그러면 캐릭터는 요 녀석들로 가나요!?!?!? 아니면 따로 원하는 녀석이라도!!!! 
10717, 아앗 말 너무 예쁘게 하셔서 제 심장이 위험해요..! 잘 부탁드려요 다다님!
10718, ㅎㅎㅎ고마워
10719, 오랜만에 배우님 공연을 봤는데 이번도 너무 사랑스러운 복심이었어요!!!! 첫 공 수고하셨습니다 막공까지 파이팅 하세요
10720, 헉 잘못했습니다. 제가 베어 그릴스도 아니고ㅋㅋㅋㅋ 그죠! 삶을 때마다 소금 농도를 미묘하게 조절하면서 희열을 느끼곤 합니다
10721, 멋있어
10722,"Nostalgia 감사합니다, 오늘의 지수-님  "
10723, 댜다냇!!재탕도하다니!! 시그널이 진짜 언니 맘속에 쏙 들와버렸구먼!
10724, 헛 무토님 저일요일우타프리란마루해요! 일요일에 무토님 우시지 마 꼭 찾아뵐 것!!
10725, 안녕하세요! 17 천재인 슈거에요~선팔이랑 선 멘 하구가 여~잘 부탁드려 여~~
10726,51팔로워 감사해요.. 트위터 시작한 지 이삼 주된 거 같은데 좋은 분 많이 만난 거 같네요
10727, 나도 냐졍이랑 함께 할 수 있어서 너무 좋아ㅠㅠ 이런 인연을 가질 수 있는 나는 정말 행복한 사람이 아닐까 생각해 냐졍이 엄청나게 사랑하고요 오래 보자
10728,태봉 is back 
10729,젤리피쉬 응원해 
10730,나이스 상자
10731, 당연하지!! 너도 편하게 멘션뎀 보내주
10732, ㅋㅋㅋㅋㅋㅋㅋㅋ아 장난이야 야야야
10733, 맞팔해줘서 너무 고맙고 앞으로도 잘 부탁해요
10734, 히힣♡걱졍은무슨♡우리언냐땨문에 난 두근두근한다 아아♡ 
10735, 아.. 너무 이뻤죠.. 화이트.. 아이콘 한빈이 미소가 눈물 나게 이뻤어요 이날 저 낫 보 한빈이 춤성을 전 잊을 수가 없어요
10736, ㅠㅠㅠㅠ아냐아냐 나 벼리없으면아무것도못핸옹여로고있을끄야 
10737, 우리 꾸기 아기 얘기해.. 진짜 전정국의 매력은 어디까진가... 
10738, 혼자 뭐 그리 신나서 걸어가는 건지 궁금하네요...! 역시 랩실에서 공돌고 돌 하려는 걸까요 ᄏᄏᄏ뭘 하려는 거든 신나 보이는 토니는 너무 귀엽네요   
10739, 안겨안겨
10740,아까 카메라들 앞에서 넘나 방황하고 있을 때 카렌임이 무슨 일이냐고 물어보신ㅋㅋ큐ㅠㅠㅠ포토존앞에 서서 막고 있는 상황에 오른쪽으로 가야 대는지 왼쪽으로 가야 대는지 넘나 멘붕왔엇어섴ㅋㅋㅋ방황해써옄ㅋㅋㅋ카렌밈 걱정해주셔서 감사합니다~~~!
10741, 보너스♡♡ㅋㅋㅋㅋㅋ 귀엽다
10742, 어머나
10743,ahhhhhhhhhhh!!!!!  잘생겼어요~~~ 
10744, 알아♡우디 언니가 나 이렇게나 걱정해줘서 나정말로행복하쟈냐냐냐우리사랑둥이♡ 진짜 딱 언니만큼 이면 나소원이없쨔냐ㅠ우리언냐♡맨날이렇게걱졍해주고 ᅲᅲᅲ나 진짜로 우복 받은 사람이야 ㅠㅠ 
10745,160220 한혜리  내가 이 시간만을 기다렸어!! 우리 아기 몇 등이요? 22등이요!! 진짜 카메라 안 잡아준 거 치고는 .... 선방했어 쪼. 꼬. 미 다음번에는 더 높이 올라갑시다~ 사진은 오늘  
10746, 과자라고 해서 찾았소ᄏᄏᄏᄏᄏᄏᄏᄏ! 힉 언니가 좋다면.. 우리 오래오래봐요
10747, 저도 잘 부탁드립니다
10748, 나 냐졍언니꺼
10749, 아이.. (부끄) 넘나 감사합니다♡♡만두님이 이뻐해 주시니 더 열심히 찍어야겠어요~
10750, 거북이 기야 미
10751,스톤 나영이 돌부처 나영이 
10752, 헐.. 축하해!! 나랑도 롱런하고
10753, 요즘 짤을 잘 활용하고 있어요 정리를 해놨더니 쓰기 편하더라고요 ㅋㅋㅋㅋㅋㅋ 감사해온
10754, 최고
10755, 그랭ㅎㅎ꼭 롱런해야겠다
10756, 아ㅏ시발ㅋㅌㅋㅌㅋㅋㅌㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅠ이게 머야ᅮᅮᅮᅮ자기야 이게 머ㅓ예ㅔ여ㅠㅠㅠㅠㅠ엉엉엉ㅇ엉ㅇ어ㅠㅠㅠㅠ넘ㅁ 이쀼다ㅜㅜㅜ흡컼컼ㅋ커 감사함ㅂ니다 움뭄뭄무
10757, 정호석이라고 방탄소년단 안무 팀장 닮았네요 잘생기셨어요(반함) 홉아 사랑해
10758," 헉,,,,, 두근  나도 보고 싶었어 "
10759, 알티 해주세요
10760,  나도 나도
10761, 윙윙 나두헤헿
10762, 응아아아아아아유ㅠㅠ우디언니가나이렇게이뻐해주면 난당연히언니막둥이지ㅑ헿사탕한다구♡ㅠㅠㅠㅠ나랑사라야되! 내가 현모 양처는 딱 질색이 디만 언니먄 내가 군말 없이 할 거야 
10763, 제가 드리고싶은말이죠ㅠㅠ저의 격한 수다 받아주셔서 감사할 뿐...
10764,난 날리는 쌀이 좋더라  El Gaucho Argentinian Steakhouse 
10765, 아나 틱톡넴 인생의 진리를 왜 이걸롴ㅋㅋㅋㅋㅋㅋㅋㅋ(버럭버럭 후우 예쁘게 봐주셔서 너무 감사합니다 이게 다 모델인 주네가 넘나 완벽해서 그런 것...! 후우 주네도 틱톡님도 너무 사랑입니다... S2
10766,요즘 디지몬 트라이 계속 제탕 중인데! 이 커플링들 하나같이 전부다 좋다 이 중에서 역시 야마다이죠!!~!!!! 타이치 야마토 흥해라 너무 훈훈하다! 야마타이야마타이야마타이 
10767, 보검 오빠 잘생겼다~!! 앞으로 태형이 많이 사랑해줘요(뜬금없지만.. ㅋㅋㅋ) 오빠 팬이 예 요우~!!
10768, ㅎ헤ㅔ헤헤헿... 모돌 동생....
10769,라야 방 웨이보에 메이킹 뜸... 정왕 도 있음~~!! 
10770, 오늘도 오빠랑 이렇게 만나니깐 정말 좋아요!! ♡♡♡♡♡♡
10771, 헤헤 감사합니다 맞팔했어요! 잘 부탁드립니다
10772,   갈게 모도리
10773, 언니 넘나 사랑해요  
10774, 여치-
10775, 거마워요....후헿...
10776, 헉 감사해요
10777, 집 오자마자 씻고 누웠는데 오늘 자면 ㅇ기억 안 날 것 같아서 못 자겠어요 플카 쪼고 매사 보이긴 했으려나 모르ㄱㅔㅆ다.. 보고 또 봐도 보고 싶어요 기억하고 싶은 것만 계속 기억할 수 있으면 좋겠어.. 푹 쉬어요
10778, 헤헤.... 미안 헷갈렸어.... ᄒ 모도리~
10779, 꺄아ㅏ 축하드려요
10780, 힣 다리야 안녕 
10781, 컨디션 안 좋다 하셔서 오늘... 아니 12시 지났으니 어제 공연 어찌하시려나 했는데 더 좋아지셨던데요 공연 끝나고 인사드리고 싶은데.. 너무 급히 가지 마세요
10782, 너도 빨리 커서 공방 뛰자
10783, 뭔가 보자마자 얘 생각이 났어... 미안해 정국아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무 귀여운 거 아니에오?....샤량햬 
10784, 헉 프사의 블루 키가 너무 귀여워요.. 팔로 감사합니다! 잘 부탁드려요~
10785,Jungkook  160217 BTS (방탄소년단) - INEEDU (아이 니드 유)   DOPE (쩔어)  5th Gaon Chart K-P... https://youtu.be/5EOnmDb5Sgk  vía YouTube
10786,  히 하 님!!!! 생일이시라면서요!! 생일 축하합니다 
10787,멋있다 
10788,  라뷰쏘머치
10789, 네네넵 저도 잘 부탁해요!!!! 
10790, okok iloveyou 사랑해  
10791,  저도 요거 너무 좋아요
10792,   기대 YH come to HK again 2016
10793, 컇컇
10794, 이쁘니 
10795, 좋아요 장구기..... 아 나무 괴여워 
10796," 왜요, 싫으세요?"
10797, 악ㅋㅋㅋㅋㅋ. 대박. 3회차 때 만나요. 저 동반인 언니 잇긴 한 대 그래도 만나 여
10798, 모르겠고 정구기 짱 기여와.... 사랑행ㅠㅠㅠㅠㅠㅠㅠㅠ으잉 후드티 씹덕ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
10799, 1등 쭁딩아 앞으로도 언니가 애정 해
10800, 만두님♡ 절 잊지 않고 사진 보러 와주셔서 감사해요
10801, 정국 오빠~
10802,태 태수
10803, 용화야~잘 자~ 오늘 수고 많았어~ 폭투 고마워~ 덕분에 난 심장 떨려 잠은 다 잤어~그래도 열 행복해~
10804, 아이고~~ 우리 동생이야~ 
10805, 연습 수고해 써나 일찍 자야지~굿나이트! 지호 사랑해
10806, 지금 너무 행복해요 ^^ 너무너무 감사합니다 ^^ 사랑해요  나도 보고 싶어요 ㅠㅠㅠ
10807, 해전 찾아갑니다!!!!!! 트친 분들이 어디든
10808, 달님도 아주 많이 보고 싶고 사랑해요! 꿈에서 봐요!! 잘 자요!! 오빠를 너무너무 사랑해요!! ^^^^^^ 
10809, 내가 제일 좋아하는 포인트 눈감 귀 막 네 보이고 네 목들 리거 
10810, 눈을 감고 귀를 막아도~~~잘 생김이 보인다
10811, 용수철같이 방방 뛰는 저 탄력~ 뇽뇽의 젊은 패기가 느껴지는  사진~ 진짜 정뇽뇽에게서 패기를 빼면 시체 주?ㅋㅋㅋ 좋다 
10812, 와 귀여워요 정국아 ㅋㅋㅋ 
10813, 셀카를 정말 고마워 내 기분이 지금 좋아요! 사랑해요 정국아~ 
10814, 어이구 내미래 자매이신가... 환영해요...
10815, 윙윙ᄋ!!!
10816,여러분 벌써 금요일이에요!! 시간이 정말 빠르네요~이렇게 빠르게 흘러가다 보면 곧 저희도 만날 수 있겠죠?? 그날까지 모두 파이팅!! 
10817," 헉!!!!!!바람늼생일축하드려욤!!!왜 저 이제 알았냐며,,, 맛난 거 많이 드세요!!"
10818, 올축하행
10819, 네! 제가 엄청난 잡덕이라서 먼저 블언블 할 일은 없을 거예요! 편하신 대로 불러주시면 됩니다! 친하게 지내요! 비송님이라고 부르면 될까요?(수줍
10820, 꺅고마워ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ흡ㅠㅠㅠㅠㅠㅜㅜㅜㅜㅜ꼬마오유ㅠㅠㅠㅠㅠㅠㅠㅠㅠ사댱해
10821,세미나 붙어있는 거 너무 좋지
10822,용 선배님 진짜 멋있다 ㅋㅋㅋ  
10823, 주네의 미소는 최강이다
10824, 앉아있는 게 긴박해서 조은데ㅠㅠㅠ 근데 둘 다 너무 귀여워서 결정 장애 올 것 같지만 투표해씀미다ㅠㅠ♡
10825, 아 진짜 귀여워
10826, 김세정....
10827, 그림체 너무 예뻐요
10828,   어머 어머... 반해버림
10829, 헠 네!! 연화님 빠르시다 감사합니다!!!!!!!
