,tweet
13314,넘넘행복정말 고마워여~싸랑해
13315,전혀 구질구질하지 않아요!!! 우리 모두 같은 마음으로 애들 하 하고 있잖아요~~!!! 멋진 작품을 계속 볼수 있다니~~
13316," 싸라해 ,, 뱅탠 ,, 싸라해에 ,, "
13317,친구가 덕질하러 휴가낸다는거보고 너무 부러워졌다.... 진짜 오빠보고싶어 미쳐 돌아버리겠다..
13318,알림이 안옵니다 확인이 늦거나 스루될 수 있어요
13319,우뜨케 맘토닥토닥뿌니ㅜ없어ㅜ속상타그래 만나서 힐링하장아라쏘 딱기다료~~꿈으로 또 쓩(?)갑니다(?!)
13320,어머ㅠㅠ어떡해(주먹울음) 말씀하신 거 상상하고 너무 좋아서 몸져누웠습니다....세상에서 제일 예쁜 야식이 될 것 같네요ㅠㅠ 런님이 주신 야식 덕분에 너무 행복해서 힘이 넘쳐나 벽을 부수고 있어요ㅠㅠ정말 감사합니다
13321,네에.. 미안해하지 말아요 힝 나 정말 울보인가봐아.. ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 전혀 섭섭하지 않아요 바쁘고 피곤할텐데 이렇게 자주 보러 와주니까아 흐잉 ㅠㅠㅠ 나도 미안해요 ㅠㅠㅠ
13322,벌ㅆㅓ여!!?특전도 안섞어서 줬으면서 남아있는 우리 애들은 어디로 데려가는거져!!!??
13323,흐어엉 전 도리님 엽서랑 스티커 받아서 이제 안죽어도돼요 ㅠㅠㅠㅠ스티커 받아주소서 넘 감사하구 다음에 더 오래보고싶네요도리님 진짜 넘 유쾌하구 부드러운 분이세요...도리님두 오늘 넘넘수고하셨구 우리 같이 푹 쉬어요 사랑해요
13324,"앗, 처, 천천히 하셔요. 부담 가시지 않게 쉬엄쉬엄 쉬시면서... 저 얌전히 기다릴 수 있습니다"
13325,ㅠㅠㅠㅠ 저희집도 여행도 휴가도 잘 안다니는 편이어요...아버지가 어디 놀러가시는걸 조금 번거로워하시다보니...(그러면서 혼자는 외박도 안시켜주고...흑흑)
13326,웨ㅔ에에ㅔㅇ애ㅑ야야여ㅓ어어여ㅑ아ㅏ아ㅏ가아ㅏ강아ㅏ아악 오ㅞ여 해요 해줘여ㅛ (찡찡댐
13327,햄님 주위에는 더 좋은 분들이 많으니까 너무 고민마시고 이상한 분들이 나타나면 얼마든지 저희를 불러주세요 햄님이 더이상 이상한 분들에게 고통받지 않으셨으면 좋겠어요..
13328,아앗.. 후도 빨리와...
13329,초멘나사이.. 죄송하지만 뭔일 있나요?.? 베이비링 샀눈데 뎀을 안받으셔서
13330,"아깝고 아쉽다, 이러는 전개. 이.. 요약스런 흐름. 나는 오늘 뭘 본걸까.. 달의연인_보보경심려  나한테 왜 그래 너무 빨라. 빠르다구. 줄거리 방송말구 뚝뚝 끊어내지 말구 하나를 봐도 제대로 봤으면."
13331,몸이 무거워져서마음이도 무거워졌다 그냥 다ㅏㅏㅏㅏㅏ 무겁다....
13332,탐라에 트친소글 밖에 없어. . . .
13333,아고 맞아 과제죽지말아 살아남아..!!!대학생에게 가장 필요한ㄴ것 그것은 방학..요즘 너무 추운데 갱이 조심하구ㅠㅠ0ㅠ0ㅠ0ㅠ
13334, 브루스.... 
13335, 이 시간에 너무 갑작스런 멘션이지만.. 햄님이 너무 예쁘게 웃어주시니까 자기보다 여유로울거라고 너무 당연하게 착각해버려서 그래요 반짝반짝 빛나는 사람 옆에는 빛도 있지만 분명 그림자도 생길테니까요 그건 절대 햄님이 이상한게 아니에요
13336,"세백 둘이 동선 꼬였는지 계속 서로 쳐다보는데 백현이 웃는 거 너어어어어무 너어어무 사랑스럽다아 ˃̣̣̥᷄⌓˂̣̣̥᷅ 오세훙 나중에 발동동 하는 것두 기야어 죽겠서어,,,  "
13337,전기장판 켜고 극세사 이불 덮었어맨살에 닿는 느낌 정말 좋아 
13338,우아아앙이번에도 거의 강제선물이었는데 맛있게 드셨다니 다행이에여ㅠㅠㅠㅠㅠㅜㅠ도하 너무 급하게해서 촘 신경쓰이는 부분도 있었는데 이뿌게 봐주셔서 감사합니다
13339,"하,,,,,울애들 고론거안하묘눈안되나"
13340,기뱅이 뒤에 머얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 귀여어
13341,저 노잼러들...
13342,"Until we meet again my little prince  Praying for your safety! 오빠, 힘내요 사랑해! WeWillWaitforRyeowook "
13343,표정 예쁜데 마이크에 핀 맞은 사진들 볼때마다 속상
13344,그시절 모두 버즈였던 세상사람들아 오늘 버즈 13주년이다 제발 아라죠 ㅠ^ㅠ 함께 축하해죠 우리 버즈아조시들의 어쩌면 들어죠 !!!! HAPPYBUZZDAY
13345,헐 진짜요 ? ???????헉 어쩌지ㅣ 내가 빌어서 잡게된것처럼 느껴지기 시작했다 ㅋ ㅋㅋㅋㅋㅋ ㅋ아미친 너ㅓ무 으윽 ㅠㅠㅠㅠㅠ 악 감사합니다 ~~~ 으아아   
13346,헐류ㅠㅠ 안되안되ㅠㅠㅠㅠㅠㅠㅠㅠㅍㅍ연락오면 당쟝차단해 미니언니를 줄순없다!!!!!
13347,그러고보니까 내일 학교가야하잖아?!
13348,ㅠㅠㅠ그런말 하지마요ㅠㅠㅠㅠ 저는 다 좋은데용 
13349,어우...망침님 저 진짜 잠 못자여ㅠㅠ...쥬금ㅠㅠ
13350,결국 또 이시간이다 일찍 잤어야하는데
13351,오마이것 보검아 목소리 좋다
13352,히잉 이치카라 사랑해주는 님들 너무 좋아
13353,대신 내몸이 힘들어서 죽을지도....
13354,레롤님의 정성이 가득 담긴 저 멘션이 오늘의 피로를 풀어주네요 제가 앞으로 멘션도 자주하고 많이 들어올께오 (;ㅁ;
13355,도리안그레이 들으니깐 방금 보고 온 리아니 생각난다
13356, 와이파이 구려서 사진을 못봐서 슬픈 호찌... 
13357,ㅠㅠㅠㅠㅠㅠㅠ 너굴님 ㅠㅠㅠㅠ 너굴님의 사랑고백에 제가 더 눈물이 나네요 ㅠㅠㅠ 오랜만이에요... 요즘 바빠서 자주 들어오지도 못하고 너굴님도 못만나구 ㅠㅠㅠ 잘 지내셨나요? 
13358,"이렇게 또 한 번, 세상 그 어떤 악기보다 아름다운 소리를 내는 사람이구나 하고 느꼈다"
13359,아참 이거 칩님한테 얘기했던 여담인데...내 의도는 카와니시손에 세미가 기대어 자는건데 다 그리고나서 보니까 카와니시가 세미 뒤통수 쥐어잡고있는거같음 씌읶씌읶
13360,ㅁㅣ친 호롤님 먹을줄 아시네
13361,긍께요... 언니 따숩게 입어... 감기걸리면 동이 맴찢어져유
13362,2016.10.103개월 동안 수고하셨습니다bcrown 비크라운수혁 スヒョク 
13363,센스있는 현이 사진 너 진짜 가까운 지역 사는데도 어떻게 한 번을 못 만나냐 이번 년도에는 꼭 만나자 축하해줘서 고마워
13364,범백걸렸던 고냥이 나아가나봐 다행이야
13365,헉 저따위로 세상을 살아가면 안돼요
13366,헐 뭐야.. 조심해 다치지 마 우나쓰...
13367,옥솜아ㅠㅅㅜ.. 나 친구문제도 그렇구 그냥 다 너무 지치고 힘들어
13368,10월 사은품 공지3만원 이상 구매 시 랜덤귀걸이5만원 이상 구매 시 송치 머리끈7만원 이상 구매 시 2가지 사은품&무료배송이번 달도 어김없이 늦어서 죄송해유.. 
13369,밤비님 호그와트 최고예요 신간 대체 몇 권 내시는 거예요? (다 낸다고 생각한다
13370,부..부러워요..제주변엔 거의 이미 탈덕한 싸람들....
13371,NowPlaying 구르미그린달빛ost 박보검 내사람 꿀성대 이영테마 안들을 수가 없다구요..내가 다 아파해주고 싶다구요.. 
13372,ㅇ엉ㅇ러어엉ㅇㅇㅇ 공부 안 할래 
13373,헐......앙대....엉엉 태태...ㅠㅜㅜ진짜 진짜 예쁜데.....지짜 넘 맴찢이구....
13374,"염치없ㅈㅣ만 앤오님의 황금썰을 보기 위해 재언급,.,,.,, 끊고십지않아요.."
13375,긍데 후주니 뭔가 진짜 여리랑 비슷한 상황인부분이 있는거같아서 진짜 그럴까하고 넘 맘아파졌다
13376,야는좀너무해따!!무섭자나여
13377,"악 ㅜㅠㅠㅠㅜㅜㅜㅠㅠㅠ 죠아쥬글듯 ,,, "
13378,새삼스레 왜 그러세요? 제 바이오에 다 공개되어 있는데요. 안 보셨나 보군요. 
13379,favenp 박보검(Park Bo Gum)- 내 사람(My dearest) [구르미 그린 달빛:Moonlight Drawn by Clouds]... https://youtu.be/qEh3xKN0XvU 
13380,안돼여!!!
13381,내 사랑 수능끝나면 많이 만나자ㅜㅜ 정말 학교에 퍼비같은 친구들만 넘쳐나면 얼마나 좋을까
13382,아니라고 미안해
13383,너무 좋다 
13384,내일 고삼 마지막 모의고사다  그래서 더 우울한건가...
13385,저도오늘가입했는데 안뜨네여... 뭐가믕제져...일본어1도못하구여...ㅜㅜ
13386,짧은편이었어요!! 전 그렇게 하는데 시간은 안걸렸으니깐요:D 캐릭터별로 나눠져 있어서 그런지 짧게해둔것 같더라구요ㅠㅠㅠㅠ 맞아요 ㅠㅠㅠ 애니에서 처음에 키라키라 할땐 ???? 이랬는데 보면볼수록 진짜 ㅠㅠ 예쁘더라구요
13387, 보검씨 덕분에 참 행복합니다. 고맙고 감사하고...
13388,"잘자용  내일 출근이라니 믿을 수 없어  그치만 한국 오자마자 열일하는 울 미낳도 보고 행복온다 얘 ,, 인터뷰 기대할께  "
13389,오빠가 보고싶어서 눈물이 차올라 2주나 다 기다려야 돼 왕카이 여과와우유애정 
13390,진심... 레알 그거 진짜 화나... 빨리 이거 정리죰... 진짜 우리에리들 모르고 사용해찌만.. 이건 잘못맞으니까... 얼른 잘못된거 알구 실트내려가쓰면...
13391,제이..제이..미안...안돌려야지 하면서 자꾸 잊어
13392,아니 이거 왜케 슬퍼요 
13393,아 시발ㄹ 도와주실 분  제가 한국어를 넘 못함
13394,씨눙아링 나 이스 미
13395,흐어엉ㅜㅠㅜㅠ꾸망님 정말 착하셔 ㅠㅜㅜㅠ절대안잊을게요 아니 안잊어요ㅠㅜ 고마워요꾸망님 ㅠㅜ 이렇게천사신분을 지금봽다니 그동안 제가 뭘하고 있었을까요 고마워요(꼬옥
13396,원해 많이 많이  
13397,아 고숩후레 하고 싶어 엉엉 안한지 너무 오래됨
13398,내 치킨 지금 엄청 배고픈데 
13399,야구 보는 남편에게... 우와!! 여보 엘지 초스트오피스 나간고야???? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜 쳐 웃는지 모르다가 한참후에 알았음......
13400,나왜 트윗전송앙도ㅑ지..
13401,왜 그러냐아ㅜㅜㅜ눈물나게에
13402,161010 홍보 （  /  ）정말 잘생겼다귀엽고 어떡하지~TARGET 타겟 GI 
13403,아니야ㅠㅠㅠㅠ 나랑 계속 얘기해
13404,내사람 너무 좋은거 아니예요ㅜㅜ? 우리 보검이 달콤한 목소리 어쩔거냐구여 구르미그린달빛   진짜 여러모로 감사하다! 여러분~천사가 노래도 잘불러여🖒🖒🖒 박보검 감사하다
13405,안녕이 카세요   Palur Karanganyar Solo 
13406,2222222입니다ㅠㅜㅜㅜㅜㅠ 귀걸이 진짜 대미쳤어여8ㅂ8ㅠㅜㅠㅜㅠ 커흨ㅠㅜㅠㅜㅠ 카나타......
13407,(´∇`) 그 변백현님 나야 삥이 업눈 옵어워티....(왈칵
13408,"메리빈 사랑해,, "
13409, 노래ㅠㅠ 넘 좋은거알아여?목소리도 꿀 어쩜 연기도 노래도..못하는게 없어ㅠㅠ 내사람 
13410,제가아침에 춥다고 트윗썻는데 이 난리가 벌어져버렸고 
13411,ㅋㅋㅋㅋㅋㅋㅋ 녹음 하고싶지만 노래를 부른다면 가족들이 깰것같구....공부나 해여지 휴우
13412,뭉클하다 사랑한다는말이
13413, 들으면 들을수록 노래가 너무 좋아요.. 어제 그 감정이 다시 새록새록 떠올라요 ㅠㅠㅠㅠ 방탄소년단을 만나서 정말 다행이에요 이번 앨범은 정말 역대급.. 한국에서 이런 노래 절대 다시는 못나와요 ㅠㅠㅠ 사랑해요 방탄소년단 
13414,아앙 상무님이야말루 러블리의 정점이에요..잘들어가신거져?? 우리금욜에또봐요 저 상무님사랑해요
13415,""" ... ...으흑.. 으으으.. 우우...  """
13416,"인스타로도 올려줬었던 슬기 두사람,, 슬기 목소리 내가 많이 좋아해 "
13417,어디가면 살 수 있죠?
13418,  수고하셨습니다 마스터님들 너무너무 귀엽지만，BM님이 없어서 아쉬워요파이팅 
13419, 배우님간절하게 기다리던 내 사람 나왔어요노래 듣는데..눈물이 날까요너무 감격스러워서 눈물이 나요..노래도왜이리 슬픈건지제가 더 아파할께요그니까 아프지마세요 
13420,흐규... 울 쟈기 아프면 내 맴도 넘넘 아포 흐규ㅠㅠㅠ 아프지마우우ㅜㅜㅜㅜㅜ
13421,이럴수가..........리리틀딋님 얼른 궁디에 새살솔솔바르자
13422,rt해주세요 
13423,녀라분잘자요
13424,어쩜 이렇게 잘 컸니 정변의 아이콘 
13425,앗..! 그렇군요! 전 무는 연습도 해야겠어요! 그리고 우나님 완전 잘버티시고 앞에서 적팀들 흔들때 너무 멋지셨어요 솔탱이셨는데 (적팀까지 합해서 10명중) 수고하셨습니다..!! 영상도 감사합니다
13426,헉..... 저랑 가까워서 좋은데..... 위험한.....
13427,들을수록 귀에 박힌다 가사.. 이 뻐렁치는 마음 표현할 단어 없어요.... 박보검 내사람 
13428, 요섭씨~!!!안녕히 주무세요
13429,효뎡:야 먹을 때 만지면 물어~!호지:미아내...미아내......효뎡:갔잖아~~~호지:미안합니다 
13430,나 보더랑 십만점 차인가 그럴걸 대체 과거의 나는....
13431,나뻐나뻐 퀄리티필터도 다 껐는데 ㅜ ㅜ 새로고침밖에 답이 없다
13432,도리안 그레이 도입부만 들어도 슬퍼...
13433,은이가 질투하는 모습 너무 귀여웠고 해수랑 4황자 왕소가 서로의 마음을 확인하는 모습 너무 달달했고 재밌고 좋았는데...마지막에 예고편 보고 충격 받아서ㅠㅠ 오늘 잠 못 자겠다
13434,지금 가고싶어서 안달이야 . ..  어헝ㅇ 제발
13435,아 미친 이벤트 문꾸였어...?...홀.. 이걸어쩜죠아ㅠㅠㅠ 레알 우리도 겪어봐서 구호 타가수쓰는거 진짜별루인거아는데....
13436,고화질을 찾숩니다 
13437,핫씨 카나타 진짜 우주 예쁜것 같아여8ㅂ8....... <-<.....
13438, 요즘 보는 드라마없는데 권이 덕분에 혼술남녀본방사수했네요이리저리 미래에 대해서 갈팡지팡하는 권이그마음이 전달되네요권아~~수고 많았어요권이 드라마도 보고 싶다
13439,헉ㅠㅜㅜ 정화사진 넘 좋아요... 동물사진 엄청 좋아하는데ㅠㅠㅡ으으... 감사합니다..!!
13440, 오늘구그달정말맘아팠어요..진짜눈물샘폭팔그리고오빠내사람ost너무좋아요정말..연기.노래.성실완벽합니다박수오늘아침에정말추웠던데감기걸리시면안되요!내일구그달이매우기대되네요다음주에막방이라는게실감이않나요그래도항상응원하는예슬이가되겠습니디저하
13441,"이렇게 앙앙코루 계획을 세웠는데,,,말만 들어도 "
13442, 정말 이영이 부르는 같아요..노래도 너무 좋고 잘부르고..감정이..ㅠㅠㅠ노래불러줘서 감사하다 
13443,원래 그랬지만 새삼 잘생김을 또 한번 느낀다....인간적으로 큰오빠 수트박제 
13444,뮤뮤넴 생일이라니이이이이  생일 축하드려용 뮤뮤넴 케이크도 드시고 미역국도 드시고 선물도 많이 받으시고 기분 쬰 하루 보내셔용   
13445,가긴갔는데 구석쪽에 계속있다가 빨리끝낸ㅠㅠㅠㅠ 카요언니 오랜만에 너무보구싶굿
13446," 오빠의 노래를 음원사이트에서, 드라마 OST로 듣게되다니 정말.. 감격스러워요 오빠 목소리도 노래도 가사도 다 너무 너~무 좋네요.. "
13447,Melon 실시차트 00:00 방탄소년단 피땀눈물 BTS WINGS  다시 1위!!!! 
13448,작년이랑 올해 정말 행복했는데.......오빠를 보내야한다니ㅠㅠㅠ 솔직히 오빠 덕분에 이렇게 좋은 언니도 만나고 소중한 추억도 만들수있게 해줬는데 정말 슬프다
13449,앗 그럴것같기도 해요.. 뭔가.... 모르겠다
13450,세훈  보고시퍼 후나 ㅠㅅㅠ 
13451,아 오타 ....
13452,역시 예쁜 목소리..8ㅁ8근데 제 뽀뽀 안받으려고 이렇게 열창하셨다니..
13453,ㅠㅠㅠ 그러고보니 세호님은 처음에 보셨잖아요! 그것만으로 충분합니다! 많이 볼 필요까진 없는 비쥬얼이라구요 ㅠㅠㅠㅠㅠ감사합니다 
13454,ㅋ ㅋ ㅋ ㅋ저리 예쁜 프사를 달고...
13455,(홍당무가 되어 버린 얼굴로 째려보며) 으앙 너무해요 하응!
13456,미안해요..끝까지 동심을 지켜주지못해서..
13457,구걸이라니. 어유. 나는 백기백기 장백기의 우정을 믿었는데...
13458,흐에에에ㅜㅜㅜㅜㅜ 트친소에 심폐소생술 해주신다ㅠㅠㅠㅠㅠ 사랑해욘 엉릐
13459,뭔가 수상해
13460,우현 ...밤 늦게까지 힘드네요 ...힘내라
13461,진짜고생이야ㅜㅜㅜㅠㅠ우리언니화이또
13462,흐극흐긐ㅠㅜㅜㅠㅜ저도중반부터봣는데 예고편보고 기절할뻔해써여ㅜㅜㅜㅠ우리의 우려가 현실이.....
13463,500짜리 4캔마시고 취해떠... 주량 어디가쒀
13464,내일 수학여행이라 야자 안 하는데 드라마 때문에 폭풍 눈물을 흘리며 마무리를 할 거 같은 느낌  힘든 일 있으면 바로 바로 말해 내가 조금이라두 힘이 되어줄게
13465,너는나랑놀수업서...너는내멘션을볼수없을걸..
13466,들어야하지 않겠습니까 오열한다구요 근데 부르면서 
13467,내일 어떠께 
13468,두루마기로 내 심장을 후려치셨어...
13469,나도!!!!!!!!!다들 넘 반가워짙이 잘지냈니!!!!요즘 너무 추워버렷
13470, 넌 누구 - 김준수 (도리안 그레이) 샤리안... 
13471,ㅋㅋㅋㅋㅋㅋㅋ 쓸것도 없어.. 얌전히 보기만 햇은께... 영상이 나으 기억이여 다만 영상따위가 래리 실물 못 담아서 화나
13472,"으아악, 왜 계속 멘션 알람이 안 오는 거죠?! 나쁜 파랑새!  ㅠㅠ 그래도 걱정 되어서... 괜찮다니까 더 말은 않겠지만, 다음엔 꼭, 꼭! 조심해야 해요. 약속. 정말, 아프지 말아여 ㅠㅠ 내 소중한 사람 ㅠㅠ"
13473, 구르미그린달빛ost 박보검 내사람 NowPlaying 너무 찡합니다... 
13474,어디 가세요 홍님... 
13475,아크님...고화질은 역시...넘 짱이구요...(우르먹 ㅜㅜ백현 이쁘게 찍어주셔서 감사하구요....
13476,ㅋㅋㅋㅋㅋㅋ흐윽 이번에야말루 재왈님오랴볼수있어서 넘 기뻤습니다 ㅜㅜㅜㅜ저도넘재밌었구 담엔 감자친구도 들고갈테니 광란의 인형대잔치해요담에 인천갈때 멘션드릴테니 꼭 저랑 놀아주셔야해요!!!
13477,또또님 곧 유명한새럼 되실거라구...넘 사랑스럽고 재밌으신 분... 
13478,"헉 무리하지 마시구 쉬엄쉬엄 하셔요!! 제가 더 넘 넘 감사하고 ㅜ ㅜ,,,  ㅅ ㅅㅏ랑해욧 리필님 "
13479, 잘자야하는것이야
13480,해헤 그래용그래용 모닝쟈마 정말 꼭꼭 뵙구싶구...헤헤 내년에 꼭 보아용
13481, 스밍타래 (ง •̀_•́)ง
13482,컴백 소식 나오전 제가 휴가를 다 썼어요....울고싶어요 ㅜ 내년 꼭!!!!갑니다!!!ㅜ
13483,ㅋㅌㅋㅌㅋㅋㅋㅌ응어ㅜㅜㅜㅜㅜ스민님 진짜 최고 감사해요 저도 스민님 사랑합니다!! 앞으로 막 콕콕 찌를거에요!!
13484,아직 멀었어요〜
13485,참여해요!  보곰이 음색 헉헉  
13486,웅웅 
13487,헉 고냥님 제가 지금 자러가야할 것 같아서이어주시면 내일 아침에 잇겧읍니디ㅡ 죄송해요저 명이 베니츠 너무 사랑해ㅅ요 허어.......... ... . .........
13488,안돼.................. 가지마................. 
13489,그러죠 돈을 벌어야합니다  그래도 다음에는 어떻게 좀 해봐오 우리 같이 가요ㅠ
13490,12시 넘었어 노야생일 끝났어 
13491,"은지원 너무 인소 찢고 나와서 정신 차리기 힘들다고요,,,,,,,,,,,,"
13492,갸아아아ㅏ 넘 귀여워요감사합니다 복숭아진짜 넘 기엽고 웃음표시랑 글씨도 사랑스러워요ㅋㅋㅋ근데 맹송님 켄마맘 아니셨어요?ㅋㅋㅋㅋㅋ
13493,"아진짜맴찢,,,,,"
13494,근데...은이 어떡해?ㅠㅠㅠㅠㅠㅠㅠ난 내새끼 죽는 거 못보게써...
13495,에에 (/○\) 쫌만 더 불러주지....
13496,그러게요 제가 넘 불성실하게 그림도 안그리구 감사합니다!!
13497,사랑해
13498,경리언니생방입덕하겟다
13499,아앗........ 들어보세요박보검 만세 
13500,헐ㄹ 그럼 오늘 거의 하루종일 밖에 계신거에요???? 세상에 진짜 힘드시겠다 와 학원 원장님이 나빴네요 학원 안가는 날은 좀 쉬게 놨두지 뭘 또 부르신데요 수행 연습은 또 언제 끝날까요....세상에 아직까지 밖이시라니
13501,홀 미 ㅣㄴ 라 씁 썸실핖 크히잉
13502,"서코 일요일날 굉장히 오랜만에(...) 플쥬분들이 리허설하시는 곳으로 찾아갔다! 그 때 같이 찍은 투샷가져왔습니다. 너무 오래걸렸죠ㅠㅠ오랜만에 뵈어서 너무 반가웠고, 쑤니언니도ㅠㅜ너무 반가웠고 모두 반가웠습니다ㅠㅠ 무대못보고간게 한이네요 "
13503,으앋ㄴㅠㅠ 체고ㅠㅠbb 넘 좋아ㅠㅠㅠㅠ  뮤지컬 음원이라니 행보케ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 
13504,고마워ㅜㅜㅜㅜㅜㅜㅜ타자칠힘도업쪄..꾸국...
13505,"귀여워같이 동공팝핀 추면서 하하하~그, 그러게? 내가 여기 왜 있냐니 그거야 우리집이니까!! 너야말로 왜 여기있어...?! 하고 혼돈의 카오스 장착할 거 가타요"
13506,어느 누구라도 저와 같은마음일 겁니다
13507,"응애앸ㅋㅋㅋㅋㅋㄱㅋㄱ아악 명이 진짜 이 세상 귀여움 아니구요명이 벌떡 일어나면 백천오 대쫄아서 같이 ??!!!!??!!?! 하면서 뒷걸음질 치다가 침대에서 굴러떨어질 것 같구,,,(존나..) 허어 아침잠 많은 명이"
13508,심지어 사진폴더는 거의 다 알집파일이라구...
13509,저 지금 눈물 흘려도 되는 부분 .. ? 맞나요 
13510, 배우님....OST 너무 좋아요애절한 느낌이 고스란히 전달되는 느낌이에요...!! 무한반복중입니다정말 노래 듣다가 울었어요촬영 다하고 이제 mc말고 가수로 뮤뱅 컴백 합시다!!!! 
13511,"가성 난리나 보검이 감정까지 더해져서 애절하다,, "" 지우고 지워도 "" 이부분 킬링파트,, 박보검 구르미그린달빛 내사람 보검이 너무 멋져 고마워 알랍"
13512,헉 천라라닛!! 아니야아니야응응!!
13513,"근게ㅔㅠㅜㅜㅠㅠㅠㅠ 왤케 안떠,,,"
13514,으허엉 쩸님 저두 오늘 첨뵀는데 진짜 넘넘예쁘셨구 엽서도 세장이나주셔서 감사해요 ㅠㅠㅠ평생 껴안구살게요 ㅜㅜㅜ다음에 더 오래봤으면 좋겠네요 ㅜㅜㅜ저두 사랑해요
13515,사다쨩 데려올동안 맵 전부 색칠을 못했는데요...흑흑 몰라 이제 안할래죽어도 첫번째랑 마지막 샛길로는 안가진단마리야...
13516,죄송해... 죄송해요....... 
13517,용화야~~굉장히 만나고 싶었어~~촬영 기운오늘도 사랑해
13518,허어어어억 세젤예
13519,전혀 생각 못했습니다.. 그분들도 제 아이디 몰라서 사진을 못올리시는 걸까요...
13520,헉 안녕하세요 찾아와주셔서 감사해요ㅠㅁㅠ)o! 얘기 많이 못해서 아쉬웠지만 잘생기고 착한 미야하라 넘 좋아했습니다ㅠㅠㅠ 아까 깜선도 넘 감사했어요 잘부탁드려요!
13521, 그냥 오빠 너무너무 보고싶다 
13522,밍님 커미션 열어주세요!!(텍마머니짤
13523,헛 표정이.. 하루님의 표정이..
13524,playingNow 내사람 차라리 내가 아파할께요 내 걱정말아요 
13525,진짜 열심히 스밍 할 자신이 있습니다 
13526, (기대 와장창)
13527,"헉 정답이야 그리드 정말,, 아닌 것 같으면서도 신경 써주는 샐엄이라니깐,,,, 응! 지금은 잠깐 앉아서 쉬고 있어"
13528," 오빠 저 공부할라고 책상에 앉아있는데 공부가 넘 안돼요 ,, 셤 2주도 안남았는데  집중력갖게 해달라구 기도해야겠어요 ㅜ_ㅜ 28일엔 오빠 보러가니께 겅부해야해요 !!!!!!!!! 화이또 !!!!!!!!!!!!!"
13529,언니 완전 감동 생일 되기 전인데도 뎀으로 장문편지 남겨주고  항상 고맙구 사랑해요 언니 
13530,진짜 초딩때 훈민정음 켜서 엽서만들던 그 수준이라고..........
13531,헐....가면서 즐거워하더니 글케 별로였니
13532,그렇게 울다가 오늘도 눈 앞에서 놓쳤다
13533,진짜 꽃미남 
13534,넹 항상 그렇게 자더라고요ㅋㅋㅋ닝겐같이ㅋㅋㅋ 근데 저 기차 또 못탄거에요?? 흑흑 재업된거 눌러도 초과라고 떠요 엉엉엉
13535,아니에요! 잘생쁨은 차밀님만 해당되어요! 히힠! 후..오빠들 목소리만 들어도 배불러요...흑흑.. 입덕해주셔서 제가 감사해요 같이 팔 사람 없어 외로웠떤... 정말... 넘나 멋진 꽃밭이에요 하아아...
13536, 내 사람이 부른 내 사람 같이 들어보아요박보검 구르미그린달빛내사람 이영 
13537,저 목소리는 어떡해야할까.. ㅠㅠㅠㅠ 설렘사.. 그렇게 노래를 부르면 제가..
13538, 태태야 참 고마워 
13539,박보검 's OST 
13540,ㅋㅋㅋㅋㅋㅋㅋㅋ소쨩 계속 류어퐈 파트만 돌려볼것 가타욬ㅋㅋㅋㅋㅋ츠...츠나시상딘짜 귀여워여ㅠㅠㅠㅠㅠ
13541,그니까옄ㅋㅋㅋㅋㅋㅋ 이러니까 오빠 더 보고 싶네 
13542,제 노른 최애 론상 목소리를 맡아주셔서 클로아리에 나이트메어 목소리 맡아주셔서 감사합니다 스기타상 목소리 언제나 좋아해요
13543,7. 수능때문인지 성질이 더러워졌다..
13544,NowPlaying  박보검 내사람    노래너무 좋아요  
13545,박보검 내사람 구르미그린달빛 이벤트 참여합니당! 보곰이 음색 헉헉  
13546,엇 뿌까님 ㅠㅠㅠ 아니예요 제가 의외로 소심쟁이라 뭘 잘못했나? 싫으신가? 하고 걱정하고 있었어요 퓨ㅠㅠㅠㅠㅠ 아니라니 정말 다행입니다 앗 정말요? 액땜하셨군요...^^ 그 후로 존잘님들 많이 보셨겠어요...
13547,엣... 실은 그닥 좋지않은 기억이에요..
13548,루미님 그림을... 감히 미천한 제가... 평가해야 되는 거군요...
13549,맞아욬ㅋㅋ쿠로오 안하무인도련님 넘 잘어울려요ㅋㅋㅋㅋ켄마 표정이 어이없어보여서 더 깜찍하구 귀여워요 이층침대도넘기엽구ㅠㅠㅠㅠㅠㅠㅠ
13550,"으,,,,,,, 어뜨케,,,,, "
13551,헐 ㅠㅠㅠㅠㅠㅠㅠ 완전 대박인데 어떡해 .... 넘 아까오 
13552,븅아!!! 찬열시 고마워!! 오늘 예고판땜에 정신 다 팔렸어!
13553,"161010 아송페진짜 외모 열일하시네 ,,  "
13554,힝 사랑해요 화린님
13555,난널보지않을거야 사라져
13556,보구싶어ㅠㅠㅠㅠㅠㅠㅠㅠ(˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ ) 아마 내년2월쯤에 일본혼자갈예정인데 볼수있으면 꼭 봤으면좋겠어
