,tweet
16045,불과 일주일 전에 마음고생하느라 못 먹고 못 자고 고생했는데. 지금의 평안함이 왜 이리 불안한 건지
16046,이빨이 아프다 
16047," 안녕하세요. 일찍 일어나셨네요! 좋은 하루 보내시고, 추운 날씨인데 감기 걸리지 않도록 따뜻한 하루 보내세요~ 파이팅!입니다."
16048,해삼님이 화났나 봐 딱딱해 너무 ㅜ 해삼 비 rain  주커피 
16049,악 힘들어 가만히 있어도 짜증 나는 일 투성인데 집에서만큼은 좀 방치(?) 되었으면 좋겠다. 부모 마음 어떤지도 잘 알고 화내고 나면 속상한 것도 알고 있지만 정말 거지 같은 현실에 이기적 이어질 수밖에 없다. 모두의 소중함을 느끼며 혼자 살고 싶다
16050,어떻게
16051,  안녕하세요 55
16052,"식욕은 여전히 그대로인데, 내 위는 삼분의 일 밖에 없다는 게 억울해. 졸. 라. 억. 울. 해. 잉잉 나를 폭식하게 하라 "
16053,세통  두통&quot;
16054,몸이 안 좋아요
16055,Hufffttttt....*tiktoktiktok*think 어떻게
16056, 창작력이 딸려 다음 바통은 두 분께..  
16057, 휴우
16058, 템플 런이 하고 싶어 죽겠는데.. 학원에서 게임하고 있으면 되게 생각 없어 보일까 봐.. 꾸우우우우욱 참는 중
16059,당신은 진심입니다?
16060, hanor  왜 없어??
16061,심심해 ..... 
16062, 바쁘세요? 
16063," 제발 좀 쉬면서 일하세요, 건강이 정말 걱정된답니다 "
16064,매우 V ㅔ리 스트레스 
16065,출근했습니다. 일하기 딥다 싫은 월요일입니다 
16066, ㅋㅋㅋㅋㅋㅋㅋ나도 미역줄기! 머리 길게 길러본 지가 언젠지 기억도 안 난다 으잉 난 자야겠다 잘자굿뽜암!
16067,   영국으로 유학 가게 되면 다시 한국에 오기 어렵겠지ㅠ
16068,"그대는 어디에 있나요? 나는 극단적 많은데 당신이 그리워! 다시 괜찮아, 가능한 한 빨리 오세요? "
16069, 흐 고마워요.  멘붕상태에서도 생일은 챙겨 먹었다는. 
16070,오늘 하루 종일 폭풍 인스타그램 질에 트윗질.. 책은 한 줄도 안 읽..  &quot;비가 와서&quot;라고 핑계를 대본다.. fb
16071, 미국판 셜록도 영국 셜록처럼 매력적이었음 얼마나 좋았을까 하는 진한 아쉬움이 드는 시리즈야
16072,  죄송합니다... 유쾌한 26세 님 
16073,  미워서 어
16074, 미안해!!!
16075, 수고했어요〜나 몹시 졸리다 
16076,"여기 있을 때, 뭔가 이상한 느낌이 나온다. "
16077,OMGGGG JVAIS MOURIR CONGELÉ!!!!!!! ~나 주우 오어!!!!!!  
16078,나뭇가지에 빗방울이 피어있었다. 우산이랑 손에 든 게 많아서 사진으론 왕 구려 괜스레 울적함 효과도 더해봤음 
16079, 아무래도 좀 그렇지? 분명 통쾌했는데 점점 후회가 돼 어흥-
16080, 엿 먹어 ” 
16081,약한 
16082,왜 이렇게 지루 
16083, 흑ㅠㅠ 비 오니까 기분이 더다운
16084,어휴! 마음대로 일이 풀리지 않는다
16085,좋은 꿈 있으 조요
16086,괜찮아 
16087, 저도 아쉬워요ㅜㅜ 근데 전 ㅅㅅㅁ 때문이 아니고 언니들이랑 헤어져서
16088, 시무룩
16089,"  헐... 그건 괜찮아요. 자신을 돌봐 잊지 말아요, 알았죠? 용국 씨.. 정말 보고 싶었어요. "
16090,  아라~ㅋㅋㅋㅋㅋㅋ 
16091,아까 런닝맨에서 우리 엘 오빠 능력자가 이름표 뜯어서 짜증 난
16092,배고파요... 
16093,오늘도 알 나가야 된 데..; 곧.. 시간이 없어..'-';헐 ㅋㅋ ㄱㄹㄷ역시빨리 보고 싶어서 오늘도 힘내라 쇼핑 가고 싶다고 나 ~ 옷이없옹 ㅠ
16094,잘하고 싶은 건 산더미같이 많은데 정작 열심히  하는 건 눈곱만큼도 없다. 그러면서 꿈은 하늘인데 현실은 시궁창이니 하는 말이나 하고 앉아있고. 반성 반성 또 반성. 세상은 절대 쉽게 얻어지지 않는다.
16095, 당신은 FC 당신이 무슨 말을 하는지 아니라는 것을 드릴 것입니다. 내가 당신을 사랑하는 이유 난 당신이 피곤해요. 안녕히 계세요
16096,"u know what? 난 정말 보고 싶었어 엄마 오빠, 많이"
16097,ㅕ호력ㅌ체므ㅠㅍㅅ합엩얏주ㄹ헤ㅐㅔㅍㅊ핛ㅈㅁㅇ힢
16098, 보고 싶었어요 .. 트윗 뭔가 하십시오!
16099,종종 내가 허튼소리 해서 미안합니다 
16100, &quot;Q: What is eyeliner to you? SG: it's my soul&quot; 오빠 눈 없어 ”
16101,So I just swallowed my cough drop whole... 뭐 여하튼! 거의 사망~ I dunno if I should eat another one or not.... 도움말 
16102,Just envy ph fans...  (ㅠㅡㅠ)
16103, 넌 괜찮아? 
16104,목이 칼칼하니 감기 기운이 있는 게 분명한데 머리부터 지끈 지끈거리네..... 
16105, 빈 수 매니저님에게 네일 해주는 천둥이 &gt;&lt;  وقاعد يخرب العيال معاهـ دونقاهـ افا بس افا 
16106,안 잊지? 잊지 싫어? 
16107,사랑니 한 개 뽑으러 갔다가 같이 뽑는 게 나중에 덜 고생할 거란 말에 위아래같이 뽑았다가... 고통 두 배 붓기 두 배. 지금은 힘들지만 참아야지. 다 나으면 곱창 먹으러 가야겠다
16108, L.joe ^^당신을 사랑합니다정말로 사랑합니다죽도록 사랑합니다하늘만큼 땅 만금 사랑합니다 I love u 이병헌 Do you Love me ?
16109,언제? 
16110,저녁에 이영후늬 공연 있는데 과연 외출이 가능할 것인가... 아아 외출 준비 귀찮도다 
16111,나는 잠을 잘 수가 없어 &gt;&lt;
16112,보고 싶어~~Korea twins!! 
16113,Don't happy (ㅡ_ㅡ) 
16114,"나온 게 아닌가 아니면 어쩔 수 없는 음악적인 트렌드나 음반시장의 붕괴에 그 원인이 있지 않나 별 추측들을 다 해댔지만 결국 가장 안타까운 건 제2의 성시경, 박효신을 꿈꾸는 주변의 보컬 지망생들은 넘쳐나는데 오디션 프로가 아니고야 설자리가 드문 현실"
16115,ⅈ  ₭ℛʘցⅇཞ  workflow
16116, 지금 내 감정 바 밀
16117, 장근석의 sun glasses 
16118,Do not ever believe a creature called 남자 and 소년 or even 사나이 
16119, 너만이 알겠지 너만이 말할 수 있겠지 나의 사랑에 대해서 너만이 내 이름을 물었으니까 이름을 묻다 - 엘(L)”متا صار هذا الكلام 
16120,너무 나쁘게 생각해요 헐ㄹㄹㄹㄹ.... 
16121,Why 최승형는don't  have a twitter!!?
16122, 아뇨 오오... (시무룩...)
16123,아 어지러워
16124,이런 구조면 평생 사전 예방은 불가할 듯 이미 들어간 돈과 망가진 자연은 복구 불가  
16125, 맞죠???!!! 역시 통해  그런데 우리 여자 팀원들한테 ~니다 쓰면 좋다고 그러니까 상관 잇냐고 그래서 상처받음....... 슬비 씨는 역시 면 접고 수 미소천사 
16126," 누가 장화 신은 고양이랑 합성 좀 해줘 바바 바바 Yo  aww poor GD, he looks so sad!! "
16127,난 잠을 잘 수가 없어.
16128,  후회됩니다~~~^^
16129,출근..... 더 자고 싶다..... 
16130,아.... 배부르다.... 아침은 간단하게 빵을 먹는다 해 놓고... 빵을 너무 많이 먹었나? 
16131,청혼은 박력 있게….
16132,Honja dasi tto crying for you  ♫ 내 머리가 나빠서 Because I'm Stupid by SS501 — 
16133,맨날 밤에 잠을 못 자네...
16134,난내 예전 생활... 
16135,"그것을 당신의 승인에 관한, 하지만 그것을 할 때, 그 금지... 때 너무 이기적을 줍니다... "
16136,인생은 엉망.... 
16137,아야... 날이 갈수록 더 커져 어째... 방에서 넘어져서 멍청이 인증한 날 얻은 아픔 
16138,얼마나 얼마나 더 너를 이렇게 바라만 보며 혼자 이 바람 같은 사랑 이 거지 같은 사랑 계속해야 네가 나를 사랑하겠니 
16139, 점심은요? 때 거르지 말고 잘 챙겨드세요!!!
16140, 누가 장화 신은 고양이랑 합성 좀 해줘 바바 바바 Yo  WHY DONT POST ON INSTAGRAM? 
16141, 오늘 동생이 병원에​​ 갔어요 
16142,행복은 다 혼잣말 
16143,Want this so badly.  ㅏㅣ고ㅗ.  
16144,머리가  어떻게 할까 더 좋아? 
16145,나만의 위로 now it's my feeling  nowlistening
16146,나는 향수 서울을 느낄 얼마 
16147, 그럼 오브 코스 아이엠.. 비커즈........
16148,아~ 어지럽다.. 그제 어제 너무 늦게 자 수면부족..ㅠㅠ 빨리 다음 주까진 기력을 차려야 하는데.. 흑흑 저질체력.. 
16149,바로바로 안 터뜨리니까 화살이 엉뚱한 곳으로 가버렸네...
16150,아프다
16151,난 그를 보고 싶어요
16152,It's gettin lonely  냠냠 ㅑㅜ ㅎㄷ쌰ㅜㅎ 개 ㅣㅑㅜ디ㅛ!!!! ㅑ ㅡㅑㄴㄴ ㅗ뮤ㅑㅜㅎ 내 대두 뒤 새 등....
16153,아이고... 고생 ....
16154,"      ,,, 관리 아랍주의의 부족 제발, 제발 제발 슬픈 많이 발생"
16155,"      ,,, 관리 아랍주의의 부족 제발, 제발 제발 슬픈 많이 발생"
16156,"the reason why I'm still wide awake... Health Care practical latuuuur~  파이팅, 유니스!!!  "
16157,뚱 보 소년 당신을 그리 워
16158, 어떻게 등신 아르!
16159, 아기도 일해요? 괜찮아요?？
16160,                    오늘 자석
16161, ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 
16162, 나는 내 일을 좋아하지 않아. 난 그냥 작동하도록 회사에 갈 수 있을까요? 저를 고용하세요! ㅠㅠㅠㅠㅠㅠㅠ 
16163," 네, 여기서 책 구하기는 좀 힘들거든요 "
16164, 나는 내 일을 좋아하지 않아. 난 그냥 당신의 비서가 될 수 있습니까? 저를 고용하세요! 
16165,냐 남자หล่อแบบนี้เราก็ทำตัวไม่ถึก  
16166,너무 혼란스러워 메신저! 
16167,당신은 무료로 그대로 있어 Oppa 곧 돌아오세요 
16168,배고파요~~~ 
16169,고구마~ 
16170,배고파 ... 
16171,나의 어마... Where Is She... 난 몰라 
16172,어찌 된 게..... 시더 때도 없이 조립.... 
16173,지루한!! 
16174, 내가 좋아하는 일의 행위를 감사하지 않는 곳도 겨울을 싫어 
16175, 왜 그렇게 멀리 계세요? 가까이 가기가 정말 힘들다는 거 알고 계세요?
16176,나는 왜 이 시간에 동생이 여자친구 생일선물로 줄 동영상 편집 강의를 하고 있는가...
16177,매일휴휴휴휴휴... 
16178, 그래도 워와 해 누군가가볼텐뎈ㅋㅋㅋㅋㅋ
16179,난 당신을 정말 좋아 
16180,Hadyuhhhhhh~~~ dapetin ini aje ribet banget  (with 수빈 at 아데의 방) [pic] — 
16181,나 똑똑하나 =[  
16182,괜찮아? 
16183,왜? 
16184,다 끝났어요
16185, 음…최대의 고민이야ᅮᅮ이제 있을 자격이…7급은 멤버 없음 못할 것 같아ᅮᅮ근데 이제 시간 없으니까 결단해야 돼(´・_・`) 돌아가기 싫은데 그렇게 될 수도 있고 휴
16186," 븐짱많이 볼 수 있는 것은 기쁘지만, 1 일 2 회 공연！！ 세븐의 몸이 걱정입니다 … "
16187,빙글빙글... 
16188,한낮에 시스템 점검한다고 뜨는 코레일... 한 심 그 자체...;-( 
16189,아... 띠.... 왜 맨날 퇵은후 내 상태는....멘붕인가.....?
16190,우울하면 잠이 많아진다. 일찍 자고 늦게 일어난다. 술도 담배도 안 하는 나의 현실도피 출구는 잠. 
16191,며칠 전 Bestbuy에서 본 아이맥.. 27인치를 보니.. 21인치는 오징어 같았다 ㅠㅠ   고민고민 
16192,아... 진짜 일하기 싫은 월요일....
16193,숨 쉬는 타이밍을 놓치다가 나 쥭읆번했네ㅜㅜ 
16194,컥!!!!! 월요일이다..... 
16195, 동감..... 말이 너무 많다는 거.... ㄱ렇다고 자기들이 전문인들도 아니면서 전문가들인 양..... 
16196,힝
16197, 에구 몸 관리 잘 해 유 몸이 재산입니다. 오늘의 말씀이에요^.* 
16198, 지난 며칠 동안 내가 미소하지 않았다~ 
16199, 성열아. 나 좀 서운한데? 우엔~
16200,대통령직은 축하받을 자리가 아니라 무거운 책임과 고난의 길로 들어서는 일 
16201,GYU ar... I can't see your eyes  131013 도쿄 광연 성규 11p 업로드^^  
16202,정말 힘들어요 피곤해
16203,너를 사랑해  끝도 없는 기다림이라도 괜찮 아  네가 나를 다시 찾을 때면  연제나 너를 향해 웃어 줄 수 있는데 
16204, 어떻게요? 나는 간 적 없어요 우리 B1A4 파이팅 신우 군 너무너무 좋아 언제나 행복한 기분에 해줘서 고마워요치이짱
16205, 오빳!!!!도쿄는 눈이죠？ 와~~~좋겠다오 사카는 안 와요~~준 나★ Junna
16206,오늘은 정말 더워요~~~~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! bored:-[ 
16207," 하지만, 입장 상, 10 년 전에 말하지 못했던 말이 지금은 말할 수 있게 되었습니다 했다. 그러나 슬픈 것 그 말을 이해하는 사람은 눈앞에 없는 것입니다."
16208, 궁금하면 오백 원. 올해는 많이 소통하지 구 자신 있게 말하려 그랬는데... 그저께 만든  앞머리 볶음 생각났쉬먀.아 아 아
16209,그건 정말 미워 
16210,잠 못 이루는
16211, 난 당신이 그에게 수 있겠죠. 그는 하지만 멀어지고 
16212,안녕히 주무세요  Let's go to sleep!   home 
16213, 머긴... 그냥 맘이 허하다는 거지...
16214,라망 (L' amant) - 아이유 ... 지은아 너무너무 보고 싶어요 후 휴~ 
16215,믿어요 
16216,제발 
16217," 지훈 씨, 드라마 호평으로 기쁘지만, 매일 촬영으로 바쁘네요 …몸이 걱정입니다 … 소중히 여겨서 열심히 해 주십시오. 파이팅\(^o^)/나에게 무엇인가로 자를 일 있습니까? 멀리서 응원하는 것밖에 할 수 없는 것일까…？"
16218,휴 .. 좀 고독한다....... 
16219, 토닥토닥 힘을 내요:)
16220,잘 먹겠어!   Mama's Kitchen  TTDI 
16221,말이지마
16222, ㅠㅠ so far awayyyyy. 
16223,  oppaaaaaaaaaaaaaaa follow me meeeeeeeeeeee 오빠 주세요  
16224, oppa oppa oppaaaaaaaaa follow me 주세요  
16225,할 쇼 류 뼈 
16226,ㅂㄱㅅㅍㅈㅇ  
16227,  오빠     오빠    오빠 follow meeeeee 수세요 
16228,"너무 어려워, 할 수 없어"
16229,다음 주 주말이 기대된다 오랜만에 엄마 아빠 모시고 나들이... 대단한 것은 아니지만 같이 즐길 수 있길 예~~~!!!! 신난다 ㅋㅋㅋ 우리 도치님도 같이 가면 좋은데...
16230,ㅠㅠ 오늘잠깐밖에나오니역고드름을누가깨뜨려놨다ㅠㅠㅠㅠ다시는널볼수없다는생각에겨울이벌써끝난기분이야 ㅠㅠ잘가라역고드름~~~
16231, 없어 
16232, 나도 
16233, 진짜 ㅋㅋㅋㅋ 그 사람이 아무것도 생각에 아니지  난 어떻게 해야 하나요? 엉?
16234, 풋.  만나보고 싶어요. 
16235,BAP - 빗소리(Rain Sound) teaser     dont cry  
16236, 목 괜 찮 아 요 ?? 
16237, 왜 나를 무시해? ㅠㅠ 전 지금 몸이 너무 아파서.. 찬성 씨 좀 즐겁게 해 주시겠어요..? 
16238, 만강하세요 -3- reply me please ㅋㅋㅋ 
16239, 빨 이 대답에 줘 전 일찍 자야 돼요~ 전 지금 몸이 너무 아파서.. 찬성 씨 좀 즐겁게 해 주시겠어요..? 
16240, 전 지금 몸이 너무 아파서.. 찬성 씨 좀 즐겁게 해 주시겠어요..?? 
16241, 전 지금 몸이 너무 아파서.. 찬성 씨 좀 즐겁게 해 주시겠어요..? 
16242, 으악 감사합니다 아 앙~♬ 잘 먹겠습니다~ 편안한  난 집이다
16243, 맞다 그거 잘 털었어? ᅲ. ᅲ 암쑈쑈리 하필 하얀 털이 까만 옷에 덕지덕지.....
16244,보고 싶다.. 
16245, 헤헤 앞니 커서 전 입이 좀 나와 보여요! 그래서 옆모습은 ..
16246, 오빠        오빠       오빠   오빠    오빠    오빠 오빠      오빠      오빠     오빠   오빠     오빠   오빠 사랑 오빠 follow meee 추세요 ㅠ_ㅠ
16247," 지용이 오빠, 괜찮아요? "
16248,Oppa  Follow me 오빠 
16249, ㅋㅋㅋ 그 맛을 왜 모르겠지 난 밀가루 음식이 젤 좋아.. 큭큭
16250,도치님과... 언제쯤이면 연락이 닿을까? 그러고 보니.... 우리 연락 안 된지... 며칠 안됐지만... 너무 허전하다.... 
16251," 많은 사람들이 비참한 기분을 당신이 날 행복하게 만드는 중 단지 생각, 내가 당신을 사랑،، love you "
16252,배고파.. 
16253,기회를 놓쳤다 
16254,답답해... 아이씨 진짜 
16255,"내 뜻대로 되지 않는 일이 있어 내 뜻을 살펴보고, 내 마음대로 할 수 없는 일이 있어 내 마음을 돌아봅니다 "
16256, 있긴 있어요 ㅋㅋ다른사람이 못 봐서 그렇지 요런 거 있잖아요
16257," 매우 어려운 이 고양이를 원해, 하지만 사우디아라비아에 살고"
16258,어반자카파(URBAN ZAKAPA) - 똑같은 사랑 똑같은 이별 (All the Same) M/V full ver.  ... 
16259, 그건 '사랑 사랑 내 사랑이야♪'이고...
16260, 네에 에레!!!!! 알았어!!!!  i gave up! :)
16261, 그건 '조형기'님 곡이고...
16262," 안영, 자라!!! 잘 지냈어요? 오랜만이다. 보고 싶어  사랑해요!"
16263, 아니요 (لا) 
16264,아무것도 하고 싶지 않아요. 
16265," 부, 부러워요.. "
16266,불안에
16267,&quot; 죄는 미워하되 사람은 미워하지 말라 &quot;요즘 너무 많이 느끼게 되는 말
16268,너무 늦었어요.. 
16269,정미니.... 보도 싶어 
16270, 서울은 너무 기온이 낮군요. 감기에 걸리면 않습니까? 훈 그대를 만나고 싶습니다. . .얼굴이 보고 싶어요. .kei 
16271, 요옹~~혀언~~
16272, 점심의 장소를 Tweet 하지 않고 미안해요 내일 같이 가자!!! 기다리고 있습니다＼(^o^)／
16273,오늘 w/황색 너무 어색하다  
16274,일본 양아치 새끼 둘 진짜 자중 난다 
16275,Seriously... 요치 남자. 
16276,"친구들 모여서 네 말이 나오면, 왜 내가 들떠서 더 듣고 싶은지"
16277,휴
16278,South Korea the fuck out  5hrhold  인천국제공항 (ICN - Incheon International Airport) 
16279, 오빠 밥 먹었어~~?ᄏᄏᄏ 난 배고파요 엉엉 오늘은 아메스 타게 대하고 있을게 영준 나★ Junna
16280,  이리 와 보시오!! 
16281,  잘 마셨습니....흠흠.. 
16282, 걱정 마래~ 나 고비(마흔)는 넘겼어요 
16283,의욕을 주시옵소서........ 즐겁게 일할 수 있게~
16284,싫어 
16285,시....
16286,정말 미안하다...... 난 정말 나쁜 년이다.... 나도 잘하고 싶은데.... 마음대로 안되네
16287,일찍 눈이 떠지고... 일찍 출근 준비를 할까.. 도 했지만 이불에서 나가고 싶지 않아~지금은 또! 영하 15도....
16288, 너 그러면 큰일이야 약 섞어먹다 응급실 실려간다고!!!!!!
16289, 곰 오빠랑~ 너무 보고 싶어요 ㅠㅠ 오빠가 읽지요??  굿밤 오빠랑
16290, 오빠        오빠       오빠   오빠    오빠    오빠 오빠      오빠      오빠     오빠   오빠     오빠   오빠 사랑 오빠 follow meee 추세요 ㅠ_ㅠ
16291,  그쵸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 좀 아쉽더라고요..
16292, 음?ㅋㅋㅋㅋ예쁜건 모르겠고.. 제가 그리기 쉽게는 생겼습니다ᄏᄏᄏᄏ저는 진 님처럼 누가 그려줄 사람이 없으니.. 아쉬운 대로 자화상을 그리는 걸로.. ㅋ이 거 왠지 씁쓸하네요..
16293,요즘 생활 너무 심심 해유........... 
16294,사고 싶은 건 많은데
16295, 으이그..   보이콧하세요!! (응?)
16296,보고 싶어... 
16297,어떻게 해야 하나요? 
16298," 지금 무엇을 하고 있습니까? 나는 훈 네가 부족 외로우니까, Power down 하고 있습니다. 훈 너를 만나고 싶어 ~셀카 주세요. . .kei"
16299, 그럴 때가 있죠 나도 좀 그래서 그래도 힘내야죠 무어!!ㅎㅎ
16300,키스 미를 잊지 마요   보고 싶은데 이러지 마요 그리고 트위터에 돌아와요 ㅠㅠ
16301,마지막 하루 
16302,짜종나 
16303, 준형 오빠 보고 싶다!!
16304,"[나의 트윗 정체성] 트친들이 나에게 가장 많이 해준 말: that, this, like, have, will, what, know, good, love, Fare, Fare, it's, just, your, thank, year, "
16305, 왜요 오빠?
16306,Insane cravings for Korean food at this hour. 불고기   김치찌개 주세요 
16307, 사람과 사람 사이에 거리가 있다. 그 거리를 좁히고 믿음이라는 징검다리를 놓으면 사람과 사람 사이에는 친구라는 이름이 붙는다.  - 좋은 글 中”ان الله وان اليه راجعون 
16308, Get well soon Jinki ya~~~ ㅠㅠ 
16309,우울하네. 뭔가... 소젖 짜는 일밖에 모르고 싶다. 
16310,슈퍼 지루 
16311,오빠 제발 잘 드시고 또 좀 쉬세요~ 건강이 더 중요해요!  
16312,샤이니 오빠들 제발 잘 드시고 또 좀 쉬세요~ 건강이 더 중요해요!   
16313, 확대를 색칠했습니다. 당신은 본 적? 나는 아랍에서 나라에서 전갈은 아랍어 그리고 노래에서 성능을 사랑 했 어 남자를 필요하지 않습니다. 쿨 트릭
16314, 얼마 안 남은!! 조금만 참아 조금만 있음 도쿄 가서 매일 먹을 수 있잖아
16315, I'm excited too 나도 ~사랑해요
16316," ㅂㅈㄷㄱ쇼ㅕㅑㅁㄴㅇㄹ호ㅓㅣㅏㅋㅌㅊ퓨ㅜㅡ cm bisa baca  vowel masih bingung... hehe, cm pernah ikut kelas  2x... still long way to go"
16317,휴식 시간이 필요 너무 졸려 
16318, 물어볼까 말까 머뭇머뭇하고 있었는데.. 그래도 언니 맘 잘 안고 갔을 거예요.....
16319, 엄...  따지지 마소!!
16320," ㅋㅋ저 있어요, 근데 딱히 잠이 잘 오진 않고 뭔가 얕게 잠들어요 "
16321, 보고 싶어. 
16322, 그래 안 건들게 
16323, 모지..... 내게 말해봐 
16324,원래.. 저 영환 오빠 너무 그리워요  나한테 왜 이래? 
16325,"그동안 고이고이 간수한 그 정성이 아깝지만, 어차피 망가진 거 그냥 둘 수도 없고... 또 자르면 괜찮아 질까? 머리 한번 기르기 되게 어렵네... "
16326, &lt;----- Gary? 하하하하ㅋㅋㅋㅋㅋㅋ RunningMan
16327, 드라마 촬영 때 배우 씨들 스태프 씨들의 고생을 곰곰 알 수 있어요...
16328,   너무너무너무너무너무 좋아!!! 보고 싶어 애두라ㅏㅏ” solo espero que no diga que estoy medio mongola 
16329,멘붕........................
16330,Face the true.... 바보...
16331,내일은 저는 일해요 
16332,내가 너무 피곤 오전 
16333,정말 그대를 미치도록 원했어 그댈 다시 볼 수 있기를  
16334,&quot;오빠 보고 싶다&quot;&quot;누구세요? 제 구 여자친구는 저한테 오빠라고 잘 안그러는데ㅋㅋㅋㅋㅋㅋ&quot;&quot;..... ㅡㅡ&quot;&quot;ㅋㅋㅋㅋㅋ 우리 얼굴 못 본 지 너무 오래됐네~ 나도 너 보고 싶다~&quot;
16335, 난 못 먹을 샐러드구나  오이 빼면 맛없는 거야???
16336, ♫ 몰라요 (I don't know) (REMIX VER.) by T-ara (티아라) — 
16337,아싸!!!＼(^o^)／내일은 일곱 시 반까지 잘 수 있습니다!!! 최고〜그래서 또 sale에 가야지 어제도 오늘도 남편이 있었으므로 갈 수 없었습니다 내일은 천천히 쇼핑해야지〜즐거움입니다〜
16338,나는 피곤해요!!! 
16339,대부분 품절. 내게 필요한 건 분명히 먼슬리인데 이렇게 노트가 부족하면 곤란해요. 데일리를 사서 먼슬리를 붙이자니 것도 참 그렇고. 고민하다가 이번 해는 먼슬리를 사용하되 부족한 공간은 포스트잇으로 연명하기로! 포스트잇 듬뿍 사야지 내 사랑 포스트잇
16340,자라우
16341,굿모닝~! 
16342,4D 조조로 챙겨봤는데.. 안경과 입속으로 튀던 물방울들... 부러우면 지는 거다!!
16343,오늘 너무 심심해요잉 
16344, 이제 내일 가시는 건가요? 
16345,기본적인 거라도 이삿짐을 옮겨야 되는데 영 귀찮다. 진짜 몸만 들어갈까?  한 살 더 먹너니 엉덩이가 더 무거워진.
16346,창조 오빠 사랑해 저는 당신이 그리워요  
16347,고씨가 맛동산 푸는 삽에다 친히 맛동산을 생산하셨다... 왜죠 쉽게 푸라고 그런 건가요
16348,주일에라도 좀 착해지고 싶다
16349, 당신은 바보 
16350,내 마음이 아프 
16351,보고 싶어  me instafun instapic 
16352,배고파
16353, 정말 팬으로 서 당신을 좋아. 난 정말 당신이 나에 게 행복 한 생일 소원을 수 있습니다 바랍니다..... 
16354,오늘 와이프에게 애들 재우고 게임해도 된다고 허락을 맡았다... 기뻐야 하는 건가???
16355,네 쥭고싶놔~(영화 '친구'의 장동건 연기 중♬ ) 
16356,눈 아파... 
16357,"오래간만에 집에서 쉬는데 자꾸 쳐지고 우울해지는 중. 일조량 부족 때문일까, 일이 요즘 너무 많아서인가, ㅂ고 때문일까. 암튼 이럴 때일수록 움직여야 하는데.. 일단 빨래를 널도록 하겠습니다."
16358,큰일이다.... 일할 때 자꾸 짜증만 나서리.... 
16359, 종운아 지금 어디 있어?
16360,너무 피곤해요!
16361,배고파요....... 
16362,하루 종일 자고 싶다 
16363,아무 생각이 안 나... 휴 내일 파이팅! ~
16364,아~! 머리 아파 
16365,새해가 되었는데 매일매일 알바만 합니다.. 재미없어
16366,보고 싶다. 
16367, 정말 각 사애요  ISupportBlockB
16368, been looking at your recent photo upload and i realized ..... &quot;그냥.... 보고 싶다 오빠. 힝.&quot; 
16369, 그래도 다행이다
16370,한국 마를 공부해요 (at Gandapura Korean Language Course) — 
16371, 만나고 싶다 만나고 싶다 만나고 싶다  kei
16372, 저건 일 주간분이 왔네요 하이만으로 120인 왔다 다음 주 갈 것이 싫어
16373,실망하다.... 
16374,키스 미를 잊지 마요  
16375, 토닥토닥 기운 내~
16376,  괴롭히지 말아 주세요  I want Ssangyoon now 
16377, ha... true  ugh you lazy bug!! &gt;:( 내가 거기 있었으면 너 병원 끌고 갔다 벌써!
16378,추위 
16379,사랑할 수 없어 .. 이제는 나도 알아  
16380,당황해요.
16381,Oh  아화나앨범을이렇게찢음???찢을거면애초에앨범을왜산거임???존나어이털리네시발 
16382,예전에는 게임기 한번 돌리면 시간 가는 줄 모르고 했는데... 지금은 한 시간만 해도 왜 이리 지치냐?... 또 언젠가부터 나의 엑박에 1시간마다 경고 메시지가 뜬다... 지나친 게임은 뭐 어쩌고 저쩌고 해롭다... 쳇에 임할 맛 안 난다...
16383,당신이 룸메이트 오빠의 룸 제발 함께 다시  
16384,  Eddie 씨의 얼굴이 상기할 수 없다 … 
16385,한 발짝 가까워진 줄 알았는데...  알고 보니 두 발짝 물러나신듯 
16386,기분과 표정이 딱.
16387,쯧쯧. 
16388,  퓨퓨 왜요? 새해부터 
16389,보고 싶어요 
16390,심심해!
16391, 택운아!~ 잘 자 (´ε｀ )
16392, 더콰님 왜 대구 올 땐 이런 샤방샤방 안 입으세요?
16393, 염색했어..
16394,결론은 어깨 힘을 풀자!!!!! 아 졸려 .... 
16395, ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ชื่อกู 
16396,yoona u make me 두근두근 
16397,초반 세 하리 아자 가 비긴 오랑 마라. 보산 롷. 
16398, Four more freaking days  아직 학교에 가야 싶지 않아요 ”
16399,일찍 도착 출근 싫어
16400,걍맨날 다섯시 반에 마쳤으면 좋겠다
16401,"비비적비비적 어휴,"
16402,기억을 따라.... 
16403,  종빈아 네가 유별이야 이건 미안 (깊은 속내를 모르는구나 너를 데려다주며 함께하는 시간)
16404,별사탕 열 개도 넘게 먹은 거 같다. 
16405,  성제 오빠와 성모 오빠 새해를 축하합니다. 2013년은 2012년보다도 더욱 오빠들을 만나러 갑니다! 사랑합니다. 리사×성제 오빠＆사요×성모 오빠 
